industry,sector,CIN
17,527,L36101DL1990PLC039238
21,384,L18101DL1986PLC024058
13,393,L27310TN1970PLC005898
10,179,L33100TG1991PLC013380
12,8,L65944MH1984PLC031807
16,519,L45209WB1984PLC038094
13,37,L65929WB1948PLC016992
1,360,L15492WB1926PLC005306
13,508,L26100MH1998PLC117437
21,384,L51909PB2000PLC023679
5,198,L74899DL1985PLC021445
2,237,L51909WB1980PLC033018
13,444,L25201WB1990PLC049690
12,28,L51109WB1985PLC038544
10,30,L24231WB1994PLC063778
16,315,L67120WB1980PLC032574
12,8,L72200TG1997PLC026943
12,8,L17110GJ1992PLC017815
12,8,L72200TG1997PLC027293
10,30,L99999MH1985PLC036685
18,434,L60231KA1963PLC004604
13,183,L24114MH1970PLC014722
16,176,L21012TZ2005PLC012260
6,216,L28933MH1994PLC081857
12,8,L72200AP1994PLC063259
13,454,L21012TZ1960PLC000364
13,37,L35999GJ1982PLC005203
6,216,L51909WB1946PLC013915
2,237,L67190MH1990PLC055497
16,315,L74899DL1985PLC020473
13,183,L99999MH1990PLC058499
13,183,L00000PB1987PLC007582
16,519,L69510GJ1992PLC018633
16,519,L67120PB1993PLC013412
16,519,L51909PB1995PLC016820
13,506,L64200PB1986PLC006807
2,237,L65993WB1979PLC032443
13,183,U74999MH1955PLC009593
13,312,U99999MH1984PLC033258
13,183,L24111MP1986PLC003741
13,393,L27100GJ1990PLC014698
6,216,L45202MH1949PLC007048
17,527,L15419GJ1982PLC005071
18,434,L61100MH1990PLC058680
5,71,L40109WB1928PLC023311
17,527,L67120WB1981PLC033635
13,444,L51900GJ1980PLC065554
6,216,U45201GJ1996PLC029311
16,176,L22219MH1993PLC071882
13,505,L29120MP1995PLC009327
13,393,U99999MH1991PLC062176
2,237,L65923MH1992PLC064886
12,8,L72200GJ1994PLC021885
2,237,L51226WB1981PLC033743
2,237,L65991DL1972PLC005960
13,507,L24222WB1902PLC001540
14,389,L01111MH1985PLC228508
13,393,L74140WB1996PLC081521
21,384,L17123UP1987PLC026885
21,384,L17123UP1986PLC026886
21,384,L17297UP1990PLC012592
13,183,L24239MH1991PLC062298
13,37,L29130TZ1972PLC000649
9,573,L36910MH1980PLC023289
12,8,L51909TN1995PLC033473
21,546,L17110MH1987PLC043970
27,210,L45201PB1992PLC012001
1,470,L05005AP1990PLC011276
1,360,L01116TN1995PLC032153
10,30,
16,519,L74899DL1994PLC060558
17,527,U51909MH2004PLC145007
13,393,L74210MH1960PLC011830
13,37,L74899DL1986PLC023202
2,237,L51909WB1992PLC054432
2,237,L50100MH1985PLC036937
10,167,L85110RJ1989PLC005206
21,384,L17117PB1984PLC021760
16,315,L24110MH1989PLC052251
16,519,L52110DL1984PLC019616
13,503,L36759MH1985PLC036759
13,444,L99999MH1988PLC046467
16,315,L65993WB1977PLC031241
16,176,L72200TG1994PLC018826
17,527,L52110DL1985PLC021076
10,30,L24117TN1976PLC007122
16,315,L74899DL1995PLC065058
13,183,L23200MH1993PLC075659
21,546,U99999MH1990PLC059307
13,183,L67120GJ1995PLC025193
9,573,L56912MH1994PLC083945
17,527,L51909WB1983PLC035867
1,360,L17120MH1990PLC058818
12,8,L65990MH1980PLC022319
16,519,U65990MH1991PLC064180
6,216,L45203WB1972PLC028349
14,354,U67190MH2005PLC158288
13,183,L24299WB1993PLC059449
16,519,L45202MH1985PLC036920
13,583,L45202UP1948PLC001891
21,546,L17291TG2009PLC064849
13,393,L21014KA1980PLC003842
2,237,U74140MH1993PLC071225
2,237,U51900MH1984PLC034709
13,506,L29308GJ1986PLC008387
16,176,L27100GJ1993PLC020552
10,30,L85110KA1987PLC008739
10,30,U24231UP1999PLC024111
13,506,L64201DL2006PLC150753
18,434,L63030MH1950GOI008033
15,314,L51900MH1984PLC034501
2,237,L52110DL1985PLC019893
16,315,L51109WB1983PLC035959
13,390,L26942OR1985PLC001557
1,18,L24120MH1993PLC070334
10,89,L93090TG1993PLC088165
13,454,U31011UP1994PLC016818
21,384,L17110MH1985PLC038265
21,384,L65921TZ1980PLC000945
7,485,L28910MH1979PLC021212
13,393,L27101HP1984PLC005862
13,183,L24237UR1979PLC005041
21,546,L51909GJ1993PLC020796
13,37,L34300DL2005PLC139163
21,50,L51909DL1983PLC017051
1,225,L15141OR1992PLC003174
2,237,L65910GJ1984PLC082579
2,237,L65993WB1998PLC088055
11,202,L55101UP1993PLC015701
6,216,L45208MH1980PLC022506
16,315,L51101WB1981PLC033979
16,315,L74140WB1990PLC049044
12,8,L51900MH1984PLC033644
20,542,L51900MH1997PLC108798
16,315,
2,237,L65993WB1978PLC031373
2,237,L27109WB1992PLC054108
13,183,L24299DL1979PLC010065
13,454,L21010GJ1995PLC025135
13,454,L22100MH1980PLC022526
14,389,L92110MH2001PLC133759
6,216,L51109WB1983PLC035808
13,183,L25200GJ1992PLC017838
21,384,L17111TZ1994PLC005058
16,315,L51109WB1983PLC035789
13,454,L21015UP1979PLC004783 
13,390,L26943RJ1979PLC001935
13,390,L26940GJ1944PLC000749
1,360,L70101WB1982PLC121196
13,444,L25200GJ1994PLC021666
13,604,L17200MH1972PLC016008
2,237,L65921CH1982PLC004980
16,315,L27109WB1974PLC029471
9,573,L36911WB2002PLC095086
21,546,L18109GJ1989PLC012871
2,237,L65993WB1963PLC025731
17,527,L27100MH1986PLC041252
1,467,U15432WB1932PLC007276
13,183,L99999MH1987PLC044942
16,315,L65921UP1983PLC006136
13,454,L74210DL1985PLC019851
13,454,L22219DL1980PLC167850
16,315,L21012TZ1991PLC003570
13,454,L21012WB1972PLC028518
21,546,U17110MH1991PLC062079
2,237,L32109MH1991PLC063227
21,384,L36999WB1976PLC030796
17,527,L67120GJ1994PLC023471
13,393,L91110GJ1981PLC004269
17,527,L67120WB1982PLC035305
10,89,L33112MP1988PLC004317
13,393,L27101MH1981PLC024522
13,393,L70109MH2007PLC174206
16,315,U24100MH1993PLC071376
21,384,L24302RJ1979PLC001948
13,393,L17117RJ1994PLC008964
16,176,L21093GJ1991PLC057244
1,225,L15143CT1994PLC005981
6,216,L17110MH1935PLC002241
13,94,L25200GJ1993PLC020880
16,176,L21010GJ1991PLC019432
2,237,L65910GJ1994PLC021382
1,467,L01542KA1995PLC019046
13,581,L25191GJ1994PLC022698
2,237,L65990MH1980PLC023228
16,519,L65929WB1994PLC061930
17,527,L67120MH1980PLC023162
13,393,L27100GJ1991PLC016203
13,393,L45202MH1992PLC067466
17,527,L51901GJ1995PLC027958
12,8,L99999WB1982PLC035576
1,467,L15499AP1984PLC005032
13,454,U21000MH1973PLC016564
10,30,L24231GJ1995PLC024937
12,8,L24100MH1962PLC012475
7,42,L24110GJ1990PLC013288
15,314,L14109GJ1989PLC012949
2,237,
16,519,L99999MH1983PLC029347
2,237,L65990MH1983PLC263361
16,519,L67120MH1979PLC022039
2,237,L45201UP1986PLC008364
9,573,L99999MH1982PLC026903
13,454,L17115PB1979PLC003994
21,546,L65910GJ1990PLC014643
13,183,L24120PN1989PLC145047
18,434,L63000MH1988PLC048500
13,183,L99999GJ1932PLC000727
2,237,L65910DL1983PLC016941
1,225,L00210DD1992PLC001254
13,183,L01403GJ1996PLC030581
13,393,L27100WB1983PLC035650
13,393,L27103CT1990PLC005964
13,393,L27109GJ1991PLC016786
21,384,L17226UP1973PLC003746
21,384,L17110GJ1935PLC000494
1,225,L01112UP1989PLC011004
13,444,L17239GJ1985PLC007829
2,237,L67120MH1993PLC070526
27,210,L67190MH1993PLC075295
17,527,U70200DL2009PLC190708
21,546,L17122UP1988PLC009985
1,360,L01119GJ1993PLC019031
2,237,L67120WB1981PLC033265
1,225,L40102TG1993PLC015988
16,315,L65993DL1984PLC019141
21,546,L17121TN1983PLC027873
1,225,L15400GJ1990PLC013723
2,237,L45200MH1984PLC032257
6,216,L99999MH1994PLC081145
13,393,L27189DL1987PLC028846
13,94,L25209TN1994PLC028936
16,315,L65991MH1994PLC079874
2,237,L65191TN1986PLC012840
6,216,L74210TN2000PLC045167
13,37,L29112DL1963PLC004084
2,237,L65191TN1979PLC007874
10,30,L24299KA1981PLC004321
6,216,L65922WB1990PLC049541
21,384,L24304RJ1979PLC001938
2,237,L67120DL1983PLC016711
12,8,U80302MH1986PTC038697
2,237,L18010DL1984PLC019519
9,570,L67120DD1995PLC002624
9,573,L52393DD1991PLC002515
27,210,L45201GJ1993PLC019120
13,393,U27310ML2011PLC008578
13,61,L32202RJ1992PLC017750
12,8,L24235MH1996PLC057150
16,519,L67120MH1982PLC028558
2,237,L65990MH1982PLC028554
16,519,L67190TN1994PLC029151
13,37,U34201AP1983PLC003817 
14,389,L95219AP1999PLC031317
12,8,L72200TG1999PLC032568
16,438,L74900TN2004PLC053467
18,86,L51909TN1955PLC002431
1,452,L51909DL1983PLC015704
16,519,L67120WB1991PLC053646
17,527,L51109WB1983PLC036886
21,384,L17115HP1980PLC025940
13,393,L27105MP1986PLC003351
21,384,L17111WB1994PLC065519
13,393,L28111GJ1988PLC010657
6,216,U35111GJ2012PLC068922
2,237,L51491WB1983PLC035825
2,237,L67120DL1984PLC019282
2,237,L65999MP1990PLC007674
13,506,L28920MH1957PLC010839
10,30,L24230AP1994PLC018786
13,444,L51900MH1985PLC035202
2,237,L24231MH1993PLC233757
13,506,L29190KA1985PLC007363
27,210,L45200MH1992PLC067837
13,507,L99999MH1959PLC011275
2,237,L17301RJ1934PLC002761
13,393,U27101TZ1978PLC000816
16,519,L15311WB1993PLC061312
21,384,L85110KA1993PLC014691
16,315,L11531MP1984PLC002635
12,8,U99999MH1992PLC066360
13,506,L31504MH1985PLC035916
6,216,U45400WB1997PLC083457
21,384,L18101WB1994PLC063733
1,467,L24231UP1936PLC000740
2,237,L51504WB1982PLC035404
21,384,L17110MH1986PLC041417
2,237,U51900MH1985PLC035161
13,393,L29299PN1960PLC011645
13,393,L27320MH1980PLC067459
6,72,L45209WB1924PLC004969
21,546,L65900MH1998PLC116585
16,315,L21010MH1994PLC078137
27,210,L45201WB1990PLC050101
6,216,L17110MH1912PLC000351
2,237,L51900GJ1981PLC079859
1,470,L01222MP1984PLC002627
11,202,L55101WB1971PLC028152
2,237,L63020DL1992PLC121695
12,8,L65990MH1976PLC018902
13,379,L52109DL1977PLC025405
13,393,U99999MH1985PLC035576
16,519,L51909WB1982PLC035145
1,360,L16002MH1974PLC017734
5,71,L99999GJ1995PLC028077
13,444,L17110GJ1931PLC000454
1,360,L24131TN1986PLC012752
1,467,L51909DL1933PLC009509
13,393,L28129GJ1977PLC003002
10,30,L24239TG1966PLC001136
17,527,U51109WB1990PLC049105
13,454,L21010TG1938PLC000591
2,237,L74899DL1994PLC057279
2,237,L45202MH1982PLC026737
1,360,L15314MP1996PLC010741
14,389,L64200MH2006PLC160733
4,272,L80100TG1992PLC014843
13,393,L02520TZ1979PLC000853
13,393,L51909DL1986PLC023223
21,384,L17116MH1978PLC020451
9,573,L51900MH1981PLC025223
5,71,L40101HP1988GOI008409
2,237,L74140WB1982PLC034815
13,604,L27109HR1986PLC026080
13,37,L29130MH1961PLC011980
6,216,L36911MH1983PLC178299
13,444,U25209PN1981PLC025070
13,393,L40104WB1981PLC033408
8,357,L01222TZ1995PLC006025
2,237,L74140WB1990PLC049032
2,237,L65999MH2003PLC250504
13,393,L17120MH1989PLC052645
6,216,L31909WB1984PLC037324
13,183,L24110GJ1985PLC008225
16,519,L65910GJ1995PLC025441
13,379,L63020MH1919PLC000640
6,216,L45200TG1988PLC009272
18,362,L64120MH1982PLC026811
12,8,L72200DL1985PLC019763
1,225,L24110MH1982PLC027307
13,379,L51900MH1982PLC026292
2,237,L67120TG1989PLC010809
2,237,L74899DL1994PLC059877
2,237,L74899DL1995PLC063562
2,237,L65993WB1981PLC033414
13,506,L30007GA1993PLC001341
2,237,L65910DL1992PLC049566
16,519,L74899DL1994PLC063609
16,519,L74300WB1983PLC036342
1,470,L45209AP1994PLC017131
13,604,L85110KA1990PLC011303
13,364,L50101PB1983PLC005516
10,30,L24119PN1989PLC052562
16,315,L24239AP1987PLC008066
12,8,L72200TZ1995PLC006017
27,210,L45203WB1983PLC036132
13,37,L99999MH1979PLC134191
2,237,L28113WB1981PLC033385
20,542,U15122KA1993PLC048636
13,505,L74899HR1962PLC004948
16,315,L51909DL1969PLC005009
21,384,L17119GJ1992PLC017218
6,216,L45201KA1995PLC018475
2,237,U67120MH1997PTC111197
10,600,U99999MH1989PLC054030
2,237,L72200RJ1995PLC010192
12,8,L01119TN1992PLC024076
12,8,L30000GJ1990PLC014781
16,519,L99999GJ1993PLC020939
12,8,L72200AP1990PLC011771
1,18,
13,138,L74999MH1995PLC085878
13,379,L99999MH1990PLC057785
13,454,L28100MH1964PLC013064
17,527,U26960MH1990PLC056449
16,519,L65990MH1981PLC025701
13,379,L28932MH1967PLC013747
10,30,L24200MH2000PLC123813
2,237,L70101AS1987PLC002748
16,519,L65921WB1993PLC060507
8,49,L74899DL1993PLC052787
17,527,L51909GJ1984PLC007374
2,237,U65993WB1971PLC195585
13,454,L21093MH1991PLC064085
21,384,L51909WB1940PLC010070
13,390,L26940GJ1983PLC006400
13,402,L40200DL1968PLC005169
13,581,L25192RJ2000PLC016480
21,50,L19116GJ1983FLC006516
13,37,L29113DL1984PLC018415
1,360,L01132AS1970PLC001320
13,312,L02004MH1991PLC064045
2,237,L51221DL1985PLC022433
2,237,L51226WB1985PLC039024
9,573,L52599TN1995PLC031131
12,8,L72200MH1994PLC082110
21,375,L33300MH1993PLC070333
16,315,L51397RJ1988PLC004569
13,581,L19202WB1981PLC033731
21,546,U17110MH1986PLC038565
17,527,L52110DL1985PLC020059
2,237,L65910DL1983PLC015622
13,506,L33111TN1984PLC011175
9,236,U99999MH1985PTC035136
21,384,L45400TG1984PLC004777
10,30,L24231AP1995PLC019106
5,71,U99999TG1995PLC020481
14,445,L91990UP1990PLC011753
2,237,L67110TN1985PLC012472
13,444,L51496WB1996PLC079932
1,225,L74899DL1993PLC055818
2,237,L45209WB1983PLC035649
13,454,L85110KA1959PLC001352
2,237,L45209WB1981PLC034342
13,183,L25203TG1982PLC003376
15,261,L02310TZ1993PLC012154
13,604,L31200GA1963PLC000562
13,393,L45309KL1995PLC009171
21,384,L25199TN1989PLC017137
13,393,L27109TG1985PLC005303
20,437,L72900AP1998PLC030463
13,183,L11101TN1969PLC005778
16,519,L74899DL1994PLC057009
9,573,L36912MH1974PLC017505
14,389,L51109AP1994PLC018800
21,384,U18101TZ2005PLC012295
16,519,L74140MH1983PLC029494
16,519,L51900MH1981PLC024295
16,519,L65910DL1984PLC018749
2,237,L30006TN1990PLC019677
13,379,L34300DL1980PLC010386
13,183,L24231GJ1993PLC020442
13,639,L65990MH1984PLC032422
13,183,L24299GJ1980PLC003710
17,527,L51311WB1984PLC050209
13,639,L72100MH1989PLC053467
2,237,L74900DL1994PLC062222
1,452,U99999MH1986PLC040529
2,237,U51909WB1983PTC036374
13,230,L26914AP1983PLC003847
2,237,L51909PB1984PLC005969
1,360,L01132WB1981PLC197045
13,454,L21012GJ1961PLC001073
11,202,L55101WB1999PLC090672
16,315,L51900MH1985PLC036271
13,37,L74999MH1992PLC067849
2,237,L51109WB1985PLC038687
16,519,L15499RJ1994PLC008016
2,237,L51900MH1985PLC034994
16,519,L51900MH1984PLC034503
13,312,L32201TN1984PLC011434
21,384,L28129MH1986PLC040482
21,384,L74899DL1991PLC138153
12,8,L36999TG1990PLC011129
20,260,L74899DL1995PLC066827
21,384,L17121MH1988PLC050197
17,527,L72900UP1986PLC008448
2,237,L74899DL1985PLC019941
16,315,L51909TN1984PLC082330
16,315,U51219TG1994PLC017767
21,384,L74899DL1991PLC062744
13,444,U99999MH1984PLC031843
13,312,L29120WB1984PLC066611
6,216,L40106DL1981PLC012228
21,384,L17122DL1989PLC035050
2,237,L65993WB1981PLC034252
12,8,L51900MH1979PLC021914
2,237,U67120MH1996PLC098051
17,527,L74140HR1993PLC031900
13,393,L51909WB1981PLC034409
16,519,L67120WB1995PLC068060
12,8,L72200TG1987PLC048874
12,8,L64202TN1998PLC066604
13,183,L24230WB1992PLC192922
21,384,L29246PB1989PLC009531
21,384,L51909AP1954PLC000525
21,321,L85110KA1991PLC011732
21,384,L17111TN1956PLC003369
17,527,L24290TN1973PLC006441
13,183,L24110AP1981PLC003077
13,183,L24110AP2005PLC045726
13,454,L21012KL1991PLC006207
21,384,L18101AP1962PLC000919
13,444,L24222OR1988PLC002739
17,355,L67190WB1991PLC050656
2,237,L29219WB1985PLC055352
2,237,U67120AS1995PTC004586
1,360,L18101DL1970PLC005197
2,237,L65922RJ1999PLC015440
2,237,U67120RJ1995PLC009631
21,546,U17290DL1994PLC059477
5,71,L40109AP1986PLC006880
14,389,L32200MH1994PLC083853
16,315,L74899DL1985PLC020194
17,527,L17111TZ1984PLC015887
21,546,L17111TZ1934PLC000174
2,237,L65910TG1900PLC004387
1,467,L15435KA1970PLC001974
21,384,L17111TN1946PLC002748
21,384,U18100AP1994PLC017379
21,384,L17111TZ1946PLC000188
13,444,L20200TG1988PLC009157
16,315,U45201KA2005PTC037848
21,384,L17111TN1964PLC005183
21,384,L17111TZ1990PLC008370
21,384,L17115TZ1980PLC000916
21,384,L17111TN1989PLC018239
2,237,L51109WB1968PLC027338
21,384,L17111TZ1946PLC000175
1,467,L01115TN1956PLC003435
1,326,L01132TN1995PLC032631
13,390,L14102TG1989PLC009590
13,393,L27109TG1985PLC005259
21,384,L17111TZ1933PLC000195
13,390,L26942AP1981PLC002952
13,393,L74999AP1991PLC013391
12,8,L29219TG1995PLC020007
13,379,L02511TZ1991PLC003381
21,384,L17100MH1985PLC037364
2,237,L74899HR1994PLC040440
9,573,L74999HR2000PLC040183
27,210,U45201HR2005PLC041051
6,216,L65910HR1990PLC040431
13,393,L17300DL1995PLC107286
13,604,L27106MH1994PLC108685
10,30,L24110TG1990PLC012038
17,355,U74899DL1994PLC061971
13,444,L52100TG1992PLC014932
6,216,L70100TG1994PLC018540 
2,237,U65923MH2012PLC225735
16,315,L74140WB1989PLC047210
2,237,L27204WB1979PLC032215
2,237,L67120TG1995PLC020170
17,527,L65990MH1945PLC004452
2,237,L74899DL1987PLC027057
2,237,
17,527,L17110MH1892PLC000089
10,89,L24239AP1983PLC004152
13,183,L24119WB1973PLC028902
7,42,L24243UP1989PLC010950
1,360,L01132TZ1946PLC000180
13,444,L36991TN1991PLC021888
2,237,L65910GJ1980PLC003731
17,527,L15140MH1993PLC073460
13,506,L31102MP1977PLC001393
13,390,U27310ML2011PLC008564
2,237,L51909WB1983PLC035706
13,454,L21011WB1936PLC008726
13,506,U32109MH1971PLC015281
2,237,L51909WB1937PLC009043
12,8,L67120MH1995PLC085704
13,393,U37200DL2008PLC174911
13,506,L31200MH1991PLC063980
6,216,L17110AP1962PLC000915
16,517,L63010MH1983PLC031578
13,506,L32100GJ1986PLC008539
2,237,
2,237,
2,237,
2,237,
17,527,L74899DL1956GOI002674
2,80,L93000DL1993PLC052993
16,519,L72300DL1982PLC014677
2,237,L74999TG1995PLC037139
16,315,L27109DL1973GOI006454
17,527,L74100AP1999PLC031191
13,393,L27109WB1917PLC002880
17,527,L65910CH1981PLC004731
27,210,L27109PB1973PLC003232
13,393,L27106CH1975PLC003610
13,37,L27107PB1985PLC006159
13,393,L34300MP1959PLC000875
13,393,L27310GJ1972PLC002033
13,393,L27110GJ1989PLC011748
16,315,L65993KL1990PLC005811
17,527,L27105PB1988PLC007921
4,476,L67190MH1991PLC064425
2,237,U74899DL1994PLC062247
2,237,L65910UP1990PLC012491
16,519,L67120WB1995PLC068613
16,519,L65991WB1994PLC066080
10,167,L85110GJ1989PLC012196
1,326,U01111DL1991PLC189775
13,183,L51900MH1985PLC035738
27,210,L51100GJ1992PLC017646
2,237,L65990MH1983PLC031384
2,237,L65991TN1991PLC020754
11,202,L92490TN1986PLC013044
16,315,L72300MH2003PLC142575
27,210,U26931MP1990PLC005709
13,379,L29213MH1984PLC034343
13,393,L29222DL1979PLC009668
12,8,L24230DL1995PLC170660
13,393,L65990TN1975PLC062634
13,506,L31300DN2000PLC000340
6,216,L28999WB1937PLC009099
16,315,L74899DL1992PLC048460
21,384,L27105MP1984PLC002521
13,393,L85110KA1987PLC008089
16,315,L27106MP1993PLC008010
21,384,L51909DL1997PLC088667
12,8,L51909WB1983PLC036181
13,379,L35201WB1931PLC006996
20,542,L52190DL2005PLC181536
13,379,U99999MH1984PLC033844
13,379,L45200GJ1973PLC050790
2,80,L74899DL1995PLC074454
10,30,L24230MH1990PLC057062
13,444,L25209HP1989PLC009557
17,370,L20211CH1991PLC011732
13,444,L25200GJ1973PLC002436
9,573,U36900MH1988PLC049085
12,8,L85110KA1994PLC016663
2,237,L65993WB1980PLC033083
16,519,L74999WB1980PLC032806
21,384,U99999MH1987PLC045305
21,546,U17110MH1986PLC041877
21,384,L17106MH1970PLC014868
21,546,U65990MH1988PLC045779
2,237,L65993DL1980PLC207051
13,506,L74899DL1985PLC020134
18,381,L51900MH1984PLC034089
2,237,L65910MH1981PLC234305
13,393,L21541MH1979PLC021541 
2,237,L65999WB1980PLC033036
21,384,L18101MH2002PLC134707
13,183,L24119PN1951PLC008409
2,237,L51909AS1985PLC002331
2,237,L51109WB1984PLC050388
13,444,L25201UP1992PLC018150
2,237,L17299WB1981PLC033331
2,237,L51225WB1982PLC035615
21,384,L19101MH1991PLC063245
21,384,L17115PB1995PLC015787
16,519,L65991TN1993PLC028228
1,360,L01119TG1994PLC017706
2,237,L51109WB1981PLC034381
13,393,L28120TG1988PLC008610
13,393,L40109TG2006PLC049743
13,393,L29309TG1986PLC006714 
17,527,L51109WB1982PLC035428
1,360,L15321PB1944PLC001925
2,237,L67120WB1980PLC032642
2,237,L28920MH1983PLC029879
2,237,L51109WB1982PLC035484
11,202,U99999MH1984PLC032819
2,237,L67120WB1972PLC028358
2,237,L70109WB1982PLC035300
2,237,L70101WB1989PLC047465
1,360,L45200GJ1988PLC011049
2,237,L65923GJ1994PLC021479
13,183,U24110MH1986PTC039484
2,237,L28900MH1945PLC004421
2,237,
20,542,L51100GJ1994PLC022388
14,445,L92321PB1994PLC015282
13,230,U26940MH1978PLC020402
2,237,L65910GJ1988PLC010293
2,237,L52110DL1984PLC019615
16,519,L67120WB1994PLC066816
15,314,L14102OR1991PLC002834
12,8,L74999MH1994PLC079301
16,176,L21011TN1961PLC004531
16,594,L73100GJ2006PLC047837
10,30,L24230GJ1993PLC019050
21,546,L17110GJ1979PLC015195
5,71,L40100GJ1992PLC017458
5,71,L65910GJ1995PLC026702
14,354,L22110TN1985PLC012491
1,452,U01110MH1993PLC074491
2,237,L67120WB1994PLC064134
16,315,U51909GJ1997PLC031561
1,225,U27310MH2011PTC214406
13,444,L17110GJ1988PLC010397
2,237,U65922TN1999PLC042759
13,37,L34300TN1974PLC006703
2,237,L65191TN1954PLC002429
16,315,
13,454,L21098MH1995PLC086337
13,37,L35999TN1962PLC004792
21,384,L51100GJ1994PLC022438
13,393,L35999TN1962PLC004943
1,360,L17119DN1988PLC000048
13,393,L27100MH1984PLC034003
2,237,U65990MH1983PLC029348
2,237,L65993WB1982PLC035177
14,380,L65910GJ1993PLC018956
1,360,L01111KA1988PLC008861
5,71,L51909WB1982PLC034454
13,183,L24302DL1973PLC189662
6,216,L28920MH1998PLC115155
21,546,L99999MH1976PLC019331
2,237,L65925WB1983PLC035697
16,519,L24110GJ1992PLC017164
17,527,L51900MH1985PLC036686
13,364,L50300TG1985PLC005656
11,202,L55101MH1992PLC229594
9,573,L36912MH1990PLC057803
17,527,L51900MH1981PLC025740
8,49,L15511DL1985PLC021272
16,519,L67120MH1972PLC015871
17,527,U24249GJ1975PTC002790
1,225,L01111DL1985PLC021270
16,519,L51900MH1982PLC039616
13,393,U27101GA1993PLC001321
13,183,L99999MH1986PLC041612
2,237,L74899DL1994PLC060154
2,237,L51103WB1983PLC035631
27,210,L70102MH2008PLC184142
6,216,L32100MH1981PLC025346
8,357,L74999GJ1994PLC021521
1,18,L24231GJ1987PLC009392
7,485,L74999GJ1995PLC025130
2,237,L67120WB1972PLC028257
13,393,L27106WB1968PLC027324
21,384,L17111TZ1981PLC001109
21,384,L17111TZ1962PLC001200
1,360,L17124RJ1981PLC002176
17,355,L19131UP1984PLC006421
13,454,L21019GJ1989PLC012410
21,50,L24231UP1980PLC004910
2,237,L74899DL1994PLC061995
1,225,L15142DL1991PLC046469
21,546,L36941GJ1997PLC032718
27,378,L22212MH2008PLC181088
2,237,L99999GJ1985PLC013256
17,527,L99999DN1986PLC000046
2,237,L74899DL1985PLC019987
2,237,L74140MH1986PLC039547
2,237,L17121TG1987PLC007120 
13,37,L29199KA1985PLC006934
2,237,L65921DL1989PLC035261
17,527,U51100GJ1995PLC026968
2,237,L51909DL1983PLC016724
2,237,L67120MH1982PLC026924
2,237,L51109WB1996PLC080310
13,444,L35920MH1942PLC003554
6,216,L74999MH1983PLC029752
13,444,L23200MH1989PLC054633
12,28,U99999MH1994PLC082143
21,384,L17117PB1988PLC016933
2,237,L74899WB1984PLC151084
10,30,L24232RJ1985PLC003363
1,470,U01111GJ2010PLC059285
2,237,U74899DL1992PLC048383
1,225,L26943HP1992PLC016791
13,393,L27100GJ1994PLC021088
13,393,L26942OR1991PLC002865
9,573,L65991TN1991PLC020783
13,393,L27104TN1991PLC020533
13,393,L27209WB1983PLC036141
13,506,L45200TG2006PLC051566
13,506,L23209TG1989PLC010336
21,384,L17119GJ1945PLC000214
21,546,L17110GJ1992PLC017672
2,237,L51109WB1982PLC034601
14,445,L74999CH1993PLC013306
2,237,L74899DL1985PLC019991
13,581,L15311UP1988PLC010285
17,527,L29130DL1985PLC021802
10,30,L24232DL1992PLC227186
13,393,L31501HR1973PLC007543
21,384,L18100TG2007PLC053831
5,71,L40103TG1995PLC019554
21,384,L18100TG1983PLC003961 
2,237,L99999MH1986PLC041487
21,384,L17120AP1962PLC000923
21,384,L18100TG1983PLC003962
21,384,L14220AP1978PLC002390
1,470,L05004OR1989PLC002264
13,393,U27203PN1993PTC074773
2,237,L65990MH1975PLC018475
13,444,L25209TN1988PLC018696
2,237,L65921WB1979PLC032388
21,384,L17124RJ2005PLC020927
1,470,L05005AP1991PLC013360
10,30,L24110TG1989PLC009713
27,210,L70102GJ1992PLC016978
16,519,L65993WB1982PLC035369
2,237,L67120DL1992PLC123134
13,506,L32109MH1995PLC091107
13,506,L40100GJ1995PLC025447
13,364,L51909WB1982PLC035262
6,216,L17100TN2007PLC065226
16,519,L51900MH1980PLC022309
17,527,L51909WB1981PLC033592
12,8,L72200DL1992PLC047327
16,519,L51100MH1980PLC022315
17,527,L10100MH1976PLC018861
13,183,L23201MH1989PLC053232
5,198,L74899DL1989PLC038542
17,527,L65944MH1982PLC026358
2,237,L65990MH1980PLC023333
13,444,L45209MH1983PLC031246
17,527,L25209UP1970PLC003320
6,216,L27109WB1982PLC034479
6,216,L24134TG1994PLC017327
17,527,L51909AS1984PLC007078
1,225,L15142WB1947PLC014811
17,527,L65993WB1981PLC033711
21,546,L17100MH1909PLC000294
16,315,U34300CH1974PLC003516
13,37,L50210PB1985PLC006473
2,237,L65993WB1983PLC036053
2,237,U52520AP1990PLC011031
12,8,L40300TG1994PLC078932
9,573,L36911MH1992PLC068283
16,190,L51900MH1985PLC036536
21,384,L99999MH1981PLC024041
13,183,L15143TG1991PLC012387
2,237,L20291WB1985PLC038657
13,581,U25199MH1947PLC006030
16,519,L65190MH1940PLC003151
21,546,L17124MP1994PLC008721
7,42,L74999GJ1971PLC001893
16,519,L65910MH1992PLC067052
17,527,L27100GJ1990PLC013920
13,506,L93090TN1994PLC028578
13,379,L27209TN1986PLC013787
13,379,L26100GJ1991PLC016173
13,506,L29142TN1988PLC015647
1,326,U15201PN1993PLC074424
