Company_Id,SCompanyName,FCompanyName,GroupCStaus,ParentCompany,FormerlyCalled,Permissions1,UserStatus,Industry,Sector,SubSector,BusinessDesc,Brands,Country,RegionId_FK,IncorpYear,ListingStatus,StockBSE,StockNSE,IPODate,AddressHead,AddressLine2,City,State,Pincode,AddressCountry,Phone,Fax,Email,Website,LinkedIn,google_fetched_website,Contact Name,Designation,Auditor,rgthcr,Profile_Flag,Added_Date,DealUrl,competitorsListed,competitorsUnListed,otherCompareListed,otherCompareUnListed,FYCount,GFYCount,cvid,CIN,Total_Income_equal_OpIncome
,ADCC INFOCAD ,ADCC INFOCAD LIMITED,Standalone,,,Non-Transacted,0,6,216,,Architectural And Engineering Activities And Related Technical Consultancy,,113,,1998,Listed,,,,"10/5, I. T.park,",,68,15,440022,113,0712-3014100,+91 - 712 – 2249605,info@adccinfocad.com,www.adccinfocad.com,,,Amit Somani,Managing Director,,,,,,,,,,,,,L72300MH1998PLC114790,
,MAJESCO ,MAJESCO LIMITED,Standalone,,,Non-Transacted,0,12,8,,"Writing , Modifying, Testing Of Computer Program To Meet The Needs Of A Particular Client Excluding Web-Page Designing",,113,,2013,Listed,,,,"M N D C, M B P - P -136",,132,15,400710,113,+91 22 6791 4545,+91 22 2778 1332,investor.grievances@majesco.com   ,www.majesco.com  ,,,Farid Kazani,Managing Director,,,,,,,,,,,,,L72300MH2013PLC244874,
,CITYON SYSTEMS (INDIA) ,CITYON SYSTEMS (INDIA) LIMITED,Standalone,,,Non-Transacted,0,17,525,,"Retail Sale Via Stalls And Markets Of Textiles, Clothing And Footwear",,113,,2004,Listed,,,,"215, Delhi Chambers",,20,33,110002,113,+91-11-41563395/43667149,+91-11-41563395,info@cityonsystems.in,www.cityonsystems.in,,,Ravi Kumar Sablok,Managing Director,,,,,,,,,,,,,L72900DL2004PLC126096,
,EXCEL REALTY N INFRA ,EXCEL REALTY N INFRA LIMITED,Standalone,,,Non-Transacted,0,6,223,,Construction Roads And Railways,,113,,2003,Listed,,,,31- A,,67,15,400053,113,91-22-40309898,91-22-26394248,cs@excel-infoways.com,www.excel-infoways.com,,,Lakhmendra Khurana,Managing Director,,,,,,,,,,,,,L72900MH2003PLC138568,
,DUCON INFRATECHNOLOGIES ,DUCON INFRATECHNOLOGIES LIMITED,Standalone,,,Non-Transacted,0,12,8,,Computer Consultancy And Computer Facilities Management Activities,,113,,2009,Listed,,,,"Ducon House, Plot No A/4",,74,15,400604,113,022-41122114,,investor@dtlindia.com,www.dtlindia.com,,,ARUN DEVENDRA GOVIL,Managing Director,,,,,,,,,,,,,L72900MH2009PLC191412,
,ONESOURCE TECHMEDIA ,ONESOURCE TECHMEDIA LIMITED,Standalone,,,Non-Transacted,0,2,237,,Other Credit Granting,,113,,2008,Listed,,,,33/1,,88,24,600002,113,91-044-28545858,,onesourcetechmedialtd@gmail.com,www.onesourcetechmedia.com,,,Fayaz Usman Faheed,Managing Director,,,,,,,,,,,,,L72900TN2008PLC067982,
,INTELLECT DESIGN ARENA ,INTELLECT DESIGN ARENA LIMITED,Standalone,,,Non-Transacted,0,12,8,,Providing Software Support And Maintenance To The Clients,,113,,2011,Listed,,,,No.244,,88,24,600006,113,044 3987 4000,,company.secretary@polarisft.com,,,,Arun Jain,Managing Director,,,,,,,,,,,,,L72900TN2011PLC080183,
,POWER MECH PROJECTS ,POWER MECH PROJECTS LIMITED,Standalone,,,Non-Transacted,0,6,223,,Construction Of Utility Projects,,113,,1999,Listed,,,,"Plot No.77, Jublee Enclave",,3,1,500081,113,+91 40 3044 4418/3044 4444,+91 40 3044 4400,cs@powermech.net,www.powermechprojects.in,,,Kishore Babu Sajja,Managing Director,,,,,,,,,,,,,L74140TG1999PLC032156,
,HUSYS CONSULTING ,HUSYS CONSULTING LIMITED,Standalone,,,Non-Transacted,0,3,620,,Human Resources Provision And Management Of Human Resources Functions,,113,,2005,Listed,,,,Husys House,,3,1,500016,113,040-65195632/ 9948078937.,,harshita.j@husys.net,www.husys.net,,,Gundlapally Ramalinga Reddy,Managing Director,,,,,,,,,,,,,L74140TG2005PLC047222,
,DALMIA INDUSTRIAL DEVELOPMENT ,DALMIA INDUSTRIAL DEVELOPMENT LIMITED,Standalone,,,Non-Transacted,0,21,384,,Other Specialized Wholesale,,113,,1982,Listed,,,,33/1 Netaji Subhas Road,,109,28,700001,113,033-22482248,,dalmiaindustrial@gmail.com,www.dalmiaindustry.co.inwww.dalmiaindustry.co.inwww.dalmiaindustry.co.inwww.dalmiaindustry.co.inwww.dalmiaindustry.co.inwww.dalmiaindustry.co.inwww.dalmiaindustry.co.inwww.dalmiaindustry.co.inwww.dalmiaindustry.co.in,,,Vikash Chowdhary,Managing Director,,,,,,,,,,,,,L74140WB1982PLC035394,
,HALDER VENTURE ,HALDER VENTURE LIMITED,Standalone,,,Non-Transacted,0,16,392,,Wholesale Of Cereals & Pulses,,113,,1982,Listed,,,,"1, Shakespeare Sarani",,109,28,700071,113,033 22885556,,info@halderventure.in,www.halderventure.in,,,Mr. Prabhat Kumar Haldar,CFO,,,,,,,,,,,,,L74210WB1982PLC035117,
,GLOBE INDUSTRIAL RESOURCES ,GLOBE INDUSTRIAL RESOURCES LIMITED,Standalone,,,Non-Transacted,0,2,237,,"Financial Service Activities, Except Insurance And Pension Funding",,113,,1985,Listed,,,,"D-9, Jangpura Extn",,20,33,110014,113,91-11-65392244,, globeindustrials@gmail.com ,http://www.globeindustrials.com/contact.html,,,Hari Kishore Pendru ,CFO,,,,,,,,,,,,,L74899DL1985PLC021328,
,SANCO INDUSTRIES ,SANCO INDUSTRIES LIMITED,Standalone,,,Non-Transacted,0,16,392,,Wholesale Of Metals And Metal Ores,,113,,1989,Listed,,,,9/51 Bazar Gali,,20,33,110032,113,91-011-47315500,91-011-47315555,"preetigupta@sancopipes.com, sanco86@sancopipes.com",www.sancopipes.com,,,Sanjay Gupta,Managing Director,,,,,,,,,,,,,L74899DL1989PLC035549,
,INTEGRA CAPITAL MANAGEMENT ,INTEGRA CAPITAL MANAGEMENT LIMITED,Standalone,,,Non-Transacted,0,2,237,,"Financial Service Activities, Except Insurance And Pension Funding",,113,,1990,Listed,,,,"M 3, 1st Floor, South Extension Part II, New Delhi – 110049, India.",,20,33,110001,113,011-23361532,,icml1990@gmail.com,www.integraprofit.com,,,Carl W. Hiltz,CFO,,,,,,,,,,,,,L74899DL1990PLC040042,
,GOLDEN CAPITAL SERVICES ,GOLDEN CAPITAL SERVICES LIMITED,Standalone,,,Non-Transacted,0,2,237,,Security And Commodity Contracts Brokerage,,113,,1994,Listed,,,,"1st Floor, B/ 177",,20,33,110075,113,,,goldencapservicesltd@gmail.com,http://www.goldencapitalservices.in/,,,Jaiminkumar Shah,Managing Director,,,,,,,,,,,,,L74899DL1994PLC057393,
,CORPORATE MERCHANT BANKERS ,CORPORATE MERCHANT BANKERS LIMITED,Standalone,,,Non-Transacted,0,2,237,,Activities Auxiliary To Financial Service Activities N.E.C.,,113,,1994,Listed,,,,"Ug-24, Vishwadeep Tower",,20,33,110058,113,011-65382244,,cmbldelhi@gmail.com,,,,Suresh Kumar Ciddam,CFO,,,,,,,,,,,,,L74899DL1994PLC061107,
,STELLAR CAPITAL SERVICES ,STELLAR CAPITAL SERVICES LIMITED,Standalone,,,Non-Transacted,0,2,237,,"Financial Service Activities, Except Insurance And Pension Funding",,113,,1994,Listed,,,,Plot No. A 1 And A 2,,20,33,110034,113,+91-8587000091,,stellarcapital@yahoo.in,www.stellarcapitalservices.com,,,Ashish Bansal,Managing Director,,,,,,,,,,,,,L74899DL1994PLC062247,
,DR. LAL PATHLABS ,DR. LAL PATHLABS LIMITED,Standalone,,,Non-Transacted,0,10,592,,Other Human Health Activities,,113,,1995,Listed,,,,Block E,,20,33,110085,113,91-011-3024 4149,91-011-2788-2134,ved.goel@lalpathlabs.com,www.lalpathlabs.com,,,Arvind Lal,Managing Director,,,,,,,,,,,,,L74899DL1995PLC065388,
,JUBILANT FOODWORKS ,JUBILANT FOODWORKS LIMITED,Standalone,,,Non-Transacted,0,11,36,,Restaurants Without Bars,,113,,1995,Listed,,,,Plot No.1a,,103,27,201301,113,,,investor@jublfood.com,www.jubilantfoodworks.com / www.dominos.co.in / www.dunkinindia.com,,,Sachin Sharma,CFO,,,,,,,,,,,,,L74899DL1995PLC066426,
,ESTEEM BIO ORGANIC FOOD PROCESSING ,ESTEEM BIO ORGANIC FOOD PROCESSING LIMITED,Standalone,,,Non-Transacted,0,1,360,,"Growing Of Cereals (Except Rice), Leguminous Crops And Oil Seeds",,113,,1995,Listed,,,,"Esteem Bio Organic Food Processing Limited 49, Gujrawal Town Part - II,Esteem Bio Organic Food Processing Limited 49, Gujrawal Town Part - II,Esteem Bio Organic Food Processing Limited 49, Gujrawal Town Part - II,Esteem Bio Organic Food Processing Limited 49, Gujrawal Town Part - II,Esteem Bio Organic Food Processing Limited 49, Gujrawal Town Part - II,Esteem Bio Organic Food Processing Limited 49, Gujrawal Town Part - II,Esteem Bio Organic Food Processing Limited 49, Gujrawal Town Part - II,Esteem Bio Organic Food Processing Limited 49, Gujrawal Town Part - II,Esteem Bio Organic Food Processing Limited 49, Gujrawal Town Part - II,",,20,33,110009,113,+91-11-32971926,+91-11-32971926,esteembio@yahoo.com,www.esteembioorganic.com,,,Jai Kumar,Director,,,,,,,,,,,,,L74899DL1995PLC071220,
,TARINI INTERNATIONAL ,TARINI INTERNATIONAL LIMITED,Standalone,,,Non-Transacted,0,6,216,,Architectural And Engineering Activities And Related Technical Consultancy,,113,,1999,Listed,,,,"New Delhi - 110009, Delhi, India.New Delhi - 110009, Delhi, India.New Delhi - 110009, Delhi, India.New Delhi - 110009, Delhi, India.New Delhi - 110009, Delhi, India.New Delhi - 110009, Delhi, India.New Delhi - 110009, Delhi, India.New Delhi - 110009, Delhi, India.",,20,33,110024,113,+91 - 011 - 2647 9995 / 2628 5364,+91 - 011 - 2647 7996,tarini@nde.vsnl.net.in,www.tariniindia.com,,,Vakamulla Chandra Shekhar,Managing Director,,,,,,,,,,,,,L74899DL1999PLC097993,
,TIGER LOGISTICS (INDIA) ,TIGER LOGISTICS (INDIA) LIMITED,Standalone,,,Non-Transacted,0,18,622,Freight,Cargo Handling,,113,,2000,Listed,,,,804 A - 807,,20,33,110019,113,+91 11 47351111,+91 11 26229671/26235205,ipo.tiger@tigerlogistics.in,www.tigerlogistics.in,,,Harpreet Singh Malhotra,Managing Director,,,,,,,,,,,,,L74899DL2000PLC105817,
,RCI INDUSTRIES & TECHNOLOGIES ,RCI INDUSTRIES & TECHNOLOGIES LIMITED,Standalone,,,Non-Transacted,0,13,393,,"Manufacture Of Copper From Ore, And Other Copper Products And Alloys",,113,,1992,Listed,,,,B-97,,20,33,110052,113,91-11–27372194/27372197,91-11–27371334,"abhishek@rciind.com, info@rciind.com",www.rciind.com,,,Rajeev Gupta,Managing Director,,,,,,,,,,,,,L74900DL1992PLC047055,
,EDYNAMICS SOLUTIONS ,EDYNAMICS SOLUTIONS LIMITED,Standalone,,,Non-Transacted,0,17,525,,"Retail Trade, Except Of Motor Vehicles And Motorcycles",,113,,2000,Listed,,,,"A-406, Street No.8",,20,33,110075,113,91-11-65670014,91-11-65670014,edynamicssolutions@yahoo.com,www.edynamicssolutions.com,,,Vikas Saini,Director,,,,,,,,,,,,,L74900DL2000PLC106755,
,KD TREND WEAR ,KD TREND WEAR LIMITED,Standalone,,,Non-Transacted,0,16,392,,"Wholesale Of Textiles, Fabrics, Yarn, Household Linen, Articles Of Clothing, Floor Coverings And Tapestry, Sports Clothes",,113,,2007,Listed,,,,"Kh-810, 2nd Floor",,20,33,110037,113,+91 11 3231 8187,+91 11 3231 8187,kdtrendwear@yahoo.in,www.kdtrend.com,,,Rajesh Verma,Director,,,,,,,,,,,,,L74900DL2007PLC168468,
,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS ,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LIMITED,Standalone,,,Non-Transacted,0,13,506,,Manufacture Of Other Communication Equipments N.E.C.,,113,,2010,Listed,,,,Plot No. El-66,,132,15,400710,113,91-22-2761 1193/94,,projects@metsl.in,maestroselectronics.commaestroselectronics.commaestroselectronics.commaestroselectronics.commaestroselectronics.commaestroselectronics.commaestroselectronics.commaestroselectronics.com,,,Balkrishna Tendulkar,Managing Director,,,,,,,,,,,,,L74900MH2010PLC200254,
,KANAK KRISHI IMPLEMENTS ,KANAK KRISHI IMPLEMENTS LIMITED,Standalone,,,Non-Transacted,0,1,360,,Growing Of Non-Perennial Crops,,113,,2010,Listed,,,,1 / 586,,100,27,201010,113,91 11-3231 7239,,kanakkrishi@yahoo.com,www.kanakkrishi.com,,,Mr. Satyendra Kumar,Director,,,,,,,,,,,,,L74900UP2010PLC041921,
,BRONZE INFRA-TECH ,BRONZE INFRA-TECH LIMITED,Standalone,,,Non-Transacted,0,17,525,,Retail Sale Of Musical Instruments,,113,,2004,Listed,,,,Unit No. 3/a,,109,28,700012,113,,,info@bronzeinfratech.com,www.bronzeinfratech.com,,,Shyama Charan Kumar,Managing Director,,,,,,,,,,,,,L74990WB2004PLC100116,
,JAGAT TRADING ENTERPRISES ,JAGAT TRADING ENTERPRISES LIMITED,Standalone,,,Non-Transacted,0,2,237,,"Financial Service Activities, Except Insurance And Pension Funding",,113,,1982,Listed,,,,"208, Magnum House II, ",,20,33,110015,113,91-011-252920162,,jagattradingenterpriseslimited@gmail.com,,,,Shri Chander Bhan Gupta,Director,,,,,,,,,,,,,L74999DL1982PLC014411,
,HIGH GROUND ENTERPRISE ,HIGH GROUND ENTERPRISE LIMITED,Standalone,,,Non-Transacted,0,6,223,,Civil Engineering,,113,,1986,Listed,,,,"Karampura Community Centre,",,67,15,400053,113,022-42229700,022-42229710,info@highgroundenterprise.com,www.highgroundenterprise.com,,,Sandeep R Arora,Managing Director,,,,,,,,,,,,,L74999DL1986PLC023097,
,AMRAPALI FINCAP ,AMRAPALI FINCAP LIMITED,Standalone,,,Non-Transacted,0,2,237,Financial Services,"Other Financial Service Activities, Except Insurance And Pension Funding Activities, N.E.C.",,113,,2004,Listed,,,,New Delhi - 110 015 (India),,23,7,38000,113,+91-79- 26575105-06/26581329,+91 -79-26584313,afpl@amrapali.com,www.amrapali.co.in,,,Hasmukh Thakkar,Managing Director,,,,,,,,,,,,,L74999GJ2004PLC044988,
,AGRIMONY COMMODITIES ,AGRIMONY COMMODITIES LIMITED,Standalone,,,Non-Transacted,0,16,392,,Wholesale Of Cereals & Pulses,,113,,1991,Listed,,,,"701, 7th Floor, Kingston",,67,15,400057,113,91-022-26124294,91-022-26124294,"complaince@agrimonycommodities.com, agrimonycommodities@gmail.com",www.agrimonycommodities.com,,,Anandrao B Gole,Managing Director,,,,,,,,,,,,,L74999MH1991PLC062821,
,HAS LIFESTYLE ,HAS LIFESTYLE LIMITED,Standalone,,,Non-Transacted,0,11,36,,Restaurants Without Bars,,113,,2006,Listed,,,,Has Lifestyle Limited,,67,15,400001,113,91-22-30266060,+91-22-22634407,info@hasjuicebar.com,www.hasjuicebar.com,,,Hemang Bhatt,Managing Director,,,,,,,,,,,,,L74999MH2006PLC166037,
,VCU DATA MANAGEMENT ,VCU DATA MANAGEMENT LIMITED,Standalone,,,Non-Transacted,0,13,506,,Manufacture Of Consumer Electronics,,113,,2013,Listed,,,,"303, 3rd Floor",,67,15,400007,113,022 4005 4245/4002 5422,,mumbai@vcupack.com,www.vcupack.com,,,Shripal Bafna,Managing Director,,,,,,,,,,,,,L74999MH2013PLC240938,
,GCM COMMODITY & DERIVATIVES ,GCM COMMODITY & DERIVATIVES LIMITED,Standalone,,,Non-Transacted,0,2,237,Financial Services,"Other Financial Service Activities, Except Insurance And Pension Funding Activities, N.E.C.",,113,,2005,Listed,,,,"3 B, Lal Bazar Street",,109,28,700001,113,+91 33 22481053 / 22489908,,gcmsecu.kolkata@gmail.com,www.gcmcommo.com,,,Amrita Baid,Managing Director,,,,,,,,,,,,,L74999WB2005PLC102819,
,NEWEVER TRADE WINGS ,NEWEVER TRADE WINGS LIMITED,Standalone,,,Non-Transacted,0,16,205,,"Activities Of Commission Agents Dealing In Wholesale Trade Inwood, Paper, Skin, Leather And Fur, Fuel, Petroleum Products, Chemicals, Perfumery And Cosmetics, Glass, Minerals, Ores And Metals",,113,,2012,Listed,,,,238 B,,109,28,700020,113,+91 33 6501 6503,+91 33 2290 3867,"info@newever.in, investors@newever.in",www.newever.in,,,Akash Kumar,Managing Director,,,,,,,,,,,,,L74999WB2012PLC181106,
,SHANTI EDUCATIONAL INITIATIVES ,SHANTI EDUCATIONAL INITIATIVES LIMITED,Standalone,,,Non-Transacted,0,4,475,,Education,,113,,1998,Listed,,,,"283, New Cloth Market",,23,7,380002,113,079-22162006,,info@seil.edu.in,www.sei.edu.in,,,Vineeta V Chiripal,Managing Director,,,,,,,,,,,,,L80101GJ1988PLC010691,
,LEARNING EDGE ACADEMY OF PROFESSIONALS ,LEARNING EDGE ACADEMY OF PROFESSIONALS LIMITED,Standalone,,,Non-Transacted,0,4,475,,Education,,113,,2009,Listed,,,,"A-16, First Floor",,20,33,110067,113,,,info@learnedge.in,www.learnedge.in,,,Bhagwan Kewal Ramani,Managing Director,,,,,,,,,,,,,L80302DL2009PLC193013,
,SYNGENE INTERNATIONAL ,SYNGENE INTERNATIONAL LIMITED,Standalone,,,Non-Transacted,0,16,599,,Scientific Research And Development,,113,,1993,Listed,,,,"Biocon Sez, Biocon Park, No 2 & 3, Bommasandra",,43,12,560099,113,080-28082037,080 - 28523423,investor@syngeneintl.com,www.syngeneintl.com,,,Kiran Mazumdar Shaw,Managing Director,,,,,,,,,,,,,L85110KA1993PLC014937,
,WEP SOLUTIONS ,WEP SOLUTIONS LIMITED,Standalone,,,Non-Transacted,0,13,639,,Manufacture Of Computers And Peripheral Equipment,,113,,1995,Listed,,,,40/1- A,,43,12,560001,113,91-8066112000,91-8066112055,info@wepsol.in,www.wepsolutions.co.in,,,Ram N Agarwal,Managing Director,,,,,,,,,,,,,L85110KA1995PLC025617,
,NARAYANA HRUDAYALAYA ,NARAYANA HRUDAYALAYA LIMITED,Standalone,,,Non-Transacted,0,10,167,,Hospital Activities,,113,,2000,Listed,,,,No.258/ A,,43,12,562158,113,91-080-27835000,+91 80 7122 2222,investorrelations@nhhospitals.org,www.narayanahealth.org,,,Ashutosh Raghuvanshi,Managing Director,,,,,,,,,,,,,L85110KA2000PLC027497,
,BELL AGROMACHINA ,BELL AGROMACHINA LIMITED,Standalone,,,Non-Transacted,0,1,168,,Manufacture Of Agricultural And Forestry Machinery,,113,,1989,Listed,,,,"Unit No F-30, First Floor",,67,15,400067,113,91-22-28500835,,bellagro@rediffmail.com,www.bellagro.comwww.bellagro.comwww.bellagro.comwww.bellagro.comwww.bellagro.comwww.bellagro.comwww.bellagro.com,,,Yatin Mehta,CFO,,,,,,,,,,,,,L85110MH1989PLC255933,
,FORTIS MALAR HOSPITALS ,FORTIS MALAR HOSPITALS LIMITED,Standalone,,,Non-Transacted,0,10,167,,Hospital Activities,,113,,1989,Listed,,,,Fortis Hospital,,81,21,160062,113,,,secretarial.malar@malarhospitals.in,www.fortismalar.com,,,Akshaya Kumar Singh,CFO,,,,,,,,,,,,,L85110TN1989PLC017232,
,KAYA ,KAYA LIMITED,Standalone,,,Non-Transacted,0,10,592,,Medical Practice Activities,,113,,2003,Listed,,,,"23/ C, Mahal Industrial Estate, Mahakali Caves Road",,67,15,400093,113,022 - 66195000,022 - 66195050,investorrelations@kayaindia.net,www.kaya.in,,,Harsh Mariwala,Managing Director,,,,,,,,,,,,,L85190MH2003PLC139763,
,POWERHOUSE GYM & WELLNESS ,POWERHOUSE GYM & WELLNESS LIMITED,Standalone,,,Non-Transacted,0,14,445,,Other Amusement And Recreation Activities N.E.C.,,113,,2013,Listed,,,,"101, Swati Building, North Avenue Road",,67,15,400054,113,,,info@powerhousegymindia.com,www.powerhousegymindia.co.in,,,Akshat Gupta,Managing Director,,,,,,,,,,,,,L85190MH2013PLC240311,
,CHANNEL NINE ENTERTAINMENT ,CHANNEL NINE ENTERTAINMENT LIMITED,Standalone,,,Non-Transacted,0,14,615,,"Motion Picture, Video And Television Programme Production Activities",,113,,2002,Listed,,,,ASAF ALI ROAD,,20,33,110002,113,+91 - 11 - 32315575,,channelnineentertainment@yahoo.com,www.channelnineentertainment.com,,,Gajraj Singh,Director,,,,,,,,,,,,,L92132DL2002PLC116330,
,ENCASH ENTERTAINMENT ,ENCASH ENTERTAINMENT LIMITED,Standalone,,,Non-Transacted,0,17,367,,"Fashion Design Related To Textiles, Wearing Apparel, Shoes, Jewelry, Furniture And Other Fashion Goods As Well As Other Personal Or Household Goods",,113,,2008,Listed,,,,"3/12, GROUND FLOOR",,109,28,700001,113,033-22303313,,encash_entertainment@outlook.com,www.encashentertainment.com,,,Sachet Saraf,Managing Director,,,,,,,,,,,,,L92413WB2008PLC124559,
,ADLABS ENTERTAINMENT ,ADLABS ENTERTAINMENT LIMITED,Standalone,,,Non-Transacted,0,14,445,,Activities Of Amusement Parks And Theme Parks,,113,,2010,Listed,,,,NEW DELHI - 110002,,71,15,410203,113,91-22-40680000,91-22-40680088,compliance@adlabsentertainment.com,www.adlabsimagica.com,,,Mayuresh Kore,CFO,,,,,,,,,,,,,L92490MH2010PLC199925,
,LOOKS HEALTH SERVICES ,LOOKS HEALTH SERVICES LIMITED,Standalone,,,Non-Transacted,0,10,592,,Medical Practice Activities,,113,,2011,Listed,,,,"A/203, Green Villa",,67,15,400053,113,022-4295 2616,,cs@looksclinic.com,www.looksclinic.com,,,Nishita Sheth,Managing Director,,,,,,,,,,,,,L93030MH2011PLC222636,
,INDIA E-COMMERCE ,INDIA E-COMMERCE LIMITED,Standalone,,,Non-Transacted,0,14,615,,"Motion Picture, Video And Television Programme Production Activities",,113,,1968,Listed,,,,"123, 1st Floor",,67,15,400002,113,022 - 22093005,,india1e1commerce@gmail.com,www.indiaecommerce.net,,,Mr. Arvind Kumar Jain,Director,,,,,,,,,,,,,L99999MH1968PLC014091,
,AMBA ENTERPRISES ,AMBA ENTERPRISES LIMITED,Standalone,,,Non-Transacted,0,13,393,,Manufacture Of Other Fabricated Metal Products; Metalworking Service Activities,,113,,1992,Listed,,,,"C-504, Nisarg Apartment",,67,15,400067,113,,,ambaltd@gmail.com,www.ambaltd.com ,,,Ketan Harilal Mehta,Managing Director,,,,,,,,,,,,,L99999MH1992PLC067004,
,THE BE BE RUBBER ESTATES ,THE BE BE RUBBER ESTATES LIMITED,Standalone,,,Non-Transacted,0,1,360,,Growing Of Rubber Trees,,113,,1912,Listed,,,,"B B Estate, Office Bldg, P B No 10",,302,13,691305,113,0475-2222608,,bebebhavani.plr@gmail.com,,,,Mercy Oommen,Managing Director,,,,,,,,,,,,,U01116KL1912PLC000126,
,THE HIGHLAND PRODUCE CO ,THE HIGHLAND PRODUCE CO LIMITED,Standalone,,,Non-Transacted,0,1,360,,Growing Of Tea,,113,,1925,Listed,,,,W-21/674,,465,13,688012,113,0477 2243624 / 2243625,0477 2243626,avt.alapuzha@gmail.com,,,,K Suresh,Managing Director,,,,,,,,,,,,,U01119KL1925PLC000416,
,THE COTTANAD PLANTATIONS ,THE COTTANAD PLANTATIONS LIMITED,Standalone,,,Non-Transacted,0,1,360,,Growing Of Perennial Crops,,113,,1930,Listed,,,,P O Box No: 1117,,508,13,673032,113,91-0495-2768687,,cottanad@eth.net,www.eth.net,,,Manamel Pothen Cherian,Managing Director,,,,,,,,,,,,,U01119KL1930PLC001410,
,NELLIAMPATHY TEA & PRODUCE COMPANY ,NELLIAMPATHY TEA & PRODUCE COMPANY LIMITED,Standalone,,,Non-Transacted,0,1,360,,Growing Of Tea,,113,,1943,Listed,,,,No.27/1032,,52,13,682036,113,0484-2315312,0484-2312541,secnelliampathy@vsnl.net ,www.nelliampathytea.com,,,Mr. Ajit Thomas,Chairman and Managing Director,,,,,,,,,,,,,U01132KL1943PLC000782,
,CAMSON SEEDS ,CAMSON SEEDS LIMITED,Standalone,,,Non-Transacted,0,1,360,,Growing Of Vegetable Seeds (Except Beet Seed),,113,,2013,Listed,,,,Survey Number 75 & 129,,43,12,561203,113,25276989,40768905,info@camsonseeds.com,www.camsonseeds.com,,,Dhirendra Kumar,Managing Director,,,,,,,,,,,,,U01200KA2013PLC069985,
,SHIVA GRANITO EXPORT ,SHIVA GRANITO EXPORT LIMITED,Standalone,,,Non-Transacted,0,16,392,,"Cutting, Shaping And Finishing Of Stone",,113,,2007,Listed,,,,"8, Bhatt Ji Ki Baari",,87,22,313001,113,0294-2427577,0294-2414463,investors@shivaexport.in,www.shivaexport.in,,,Abhishek Upadhyay,Managing Director,,,,,,,,,,,,,U14200RJ2015PLC048974,
,SIMBHAOLI SUGARS ,SIMBHAOLI SUGARS LIMITED,Standalone,,,Non-Transacted,0,1,467,,Manufacture Or Refining Of Sugar (Sucrose) From Sugercane,,113,,2011,Listed,,,,Kothi No. 1,,100,27,245207,113,012-04806666,,kamal@simbhaolisugars.com,www.simbhaolisugars.com,,,Mr. Dayal Chand Popli,CFO,,,,,,,,,,,,,U15122UP2011PLC044210,
,GOKUL AGRO RESOURCES ,GOKUL AGRO RESOURCES LIMITED,Standalone,,,Non-Transacted,0,1,225,,Manufacture Of Vegetable Oils And Fats Excluding Corn Oil,,113,,2014,Listed,,,,"B – 402, Shapath Hexa, Nr. Ganesh Meridian",,23,7,380060,113,+91 07967123500/501,,info@gokulagro.com,www.gokulagro.com,,,Manish Kella,CFO,,,,,,,,,,,,,U15142GJ2014PLC080010,
,PARAG MILK FOODS ,PARAG MILK FOODS LIMITED,Standalone,,,Non-Transacted,0,1,326,,Manufacture Of Dairy Products,,113,,1992,Listed,,,,"Flat No.1, Plot No.19, Nav Rajasthan Society",,70,15,411016,113,(91 20) 2567 4761,(91 20) 2567 4763,cs@gowardhanindia.com,www.paragmilkfoods.com,,,Read more at: http://www.moneycontrol.com/news/announcements/simbhaoli-sugars-appoints-dayal-chand-popli-as-cfo_3545441.html?utm_source=ref_article,Managing Director,,,,,,,,,,,,,U15204MH1992PLC070209,
,TANVI FOODS (INDIA) ,TANVI FOODS (INDIA) LIMITED,Standalone,,,Non-Transacted,0,7,174,,Manufacture Of Food Products,,113,,2007,Listed,,,,"No.7-2-4/ D, Old Canteen Building",,3,1,500018,113,040-2381 7299,,investors@tanvifoods.com,www.tanvifoods.com,,,Adusumilli Sri Nagaveer,Managing Director,,,,,,,,,,,,,U15433TG2007PLC053406,
,GUJARAT HY-SPIN ,GUJARAT HY-SPIN LIMITED,Standalone,,,Non-Transacted,0,21,384,,Preparation And Spinning Of Cotton Fiber Including Blended* Cotton,,113,,2011,Listed,,,,P. O. Box No. 22,,30,7,360311,113,02825-297170,,cs@gujarathyspin.com,www.gujarathyspins.com,,,Kaushik Dave,Managing Director,,,,,,,,,,,,,U17110GJ2011PLC063898,
,THE RAMARAJU SURGICAL COTTON MILLS,THE RAMARAJU SURGICAL COTTON MILLS,Standalone,,,Non-Transacted,0,21,384,,Preparation And Spinning Of Cotton Fiber Including Blended* Cotton,,113,,1939,Listed,,,,The Ramaraju Surgical Cotton Mills Premises,,330,24,626117,113,04563 - 235904,04563 - 235714,rscm@ramcotex.com,www.ramarajusurgical.com,,,R Nalina Ramalakshmi,Managing Director,,,,,,,,,,,,,U17111TN1939PLC002302,
