Company_Id,SCompanyName,FCompanyName,GroupCStaus,ParentCompany,FormerlyCalled,Permissions1,UserStatus,Industry,Sector,SubSector,BusinessDesc,Brands,Country,RegionId_FK,IncorpYear,ListingStatus,StockBSE,StockNSE,IPODate,AddressHead,AddressLine2,City,State,Pincode,AddressCountry,Phone,Fax,Email,Website,LinkedIn,google_fetched_website,GroupCStaus,ParentCompany,FormerlyCalled,Permissions1,UserStatus,Industry,Sector,SubSector,BusinessDesc,Brands,Country,RegionId_FK,IncorpYear,ListingStatus,StockBSE,StockNSE,IPODate,AddressHead,AddressLine2,City,State,Pincode,AddressCountry,Phone,Fax,Email,Website,LinkedIn,google_fetched_website,Contact Name,Designation,,rgthcr,Profile_Flag,Added_Date,DealUrl,competitorsListed,competitorsUnListed,otherCompareListed,otherCompareUnListed,FYCount,GFYCount,cvid,CIN,Total_Income_equal_OpIncome
,,,,,,,,,,,,,,,1981,Listed,,,,6-3-668/10/66,,3,1,500016,113,91-040-66614633,91-040-23404657,sccl@rediffmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,Rachagunneri Village,,1,1,517641,113,08578-286650-655,08578-286688,investors@srikalahasthipipes.com,www.srikalahasthipipes.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,208,,3,1,500082,113,040- 65766502    ,040- 65734880  ,--,www.srivenmultitech.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,"310, V Star Plaza, ‘ A ’ Wing",,67,15,400092,113,022 -40235742,022 -40235742,info.investors@srkindltd.co.in ,www.srkindltd.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,"B/23, Gundecha Onclave",,67,15,400072,113,-28523386,,info@srmenergy.in  ,www.srmenergy.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,"S R S Tower , 306 , 3rd Floor",,36,8,121003,113,0129-4323100,0129-4323195,rakhimehta@srsparivar.com,www.srsparivar.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2000,Listed,,,,"S R S Tower , Unit No . 305 & 307",,36,8,121003,113,0129-4323100,0129-4323195,info@srsparivar.com,www.srsparivar.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2005,Listed,,,,"Srs Tower, 730-732, 7th Floor",,36,8,121003,113,,,srsrealestate@srsparivar.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,"Srs Tower Unit No. 721,722,727",,36,8,121003,113,0129-4323100,0129-4323195,info@srsparivar.com ,www.srsparivar.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,"416-417-432, Rajendra Jaina Tower-1",,19,33,110052,113,,,sruknitters@rediffmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,"1011 , Embassy Centre",,67,15,400021,113,022 - 22823367 / 68,022 - 22832445,sales@ssforgings.com,http://www.ssforgings.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,Survey No 252/1,,319,1,502291,113,08455- 250280 250080   ,08455- 250090  ,cs@ssorganics.co.in/md@ssorganics.co.in,www.ssorganics.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,"B1/f4, Mohan Co-operative Industrial Area",,19,33,110044,113,+91-11-6699 9999,+91-11-4100 0253,ssiplipo@ssipl.in,www.ssiplgroup.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1992,Listed,,,,"Flat No.203, Reliance Manor",,3,1,500034,113,,040-64640208,Info@FinePlastPoly.Com,www.fineplastpoly.Com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,8-2-595 /3/6,,3,1,500034,113,040- 66637560 /65507567 /23351484  ,040- 66637969  ,cs@sspdl.com,www.sspdl.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2012,Listed,,,,"106, Siddhesh Apartment",,67,15,400004,113,+91 22 6127 5138,+91 22 6127 5138,sspnfinance@gmail.com,www.sspn.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,92 B C R Avenue,,109,28,700012,113,91-033-22312890/65405660,,stservices1989@gmail.com,www.stservices.org.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1979,Listed,,,,2/5 Sarat Bose Road,,109,28,700020,113,033-26556908,033-24742290,jplkol@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,H. No. 8-2-686/8/b/1,,3,1,500034,113,,,cs@stampedecap.com,www.stampedecap.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1945,Listed,,,,"103, Rustom Court Building",,67,15,400030,113,(022) 2491 9569 / 2491 9570,,standardbatteries_123@yahoo.co.in,www.standardbatteries.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1987,Listed,,,,28-Aug,,19,33,110005,113,79.38908012,-28755127,stancap.delhi@gmail.com,www.stancap.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1969,Listed,,,,,,,1,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1892,Listed,,,,"Plot No.4, T T C Industrial Area",,132,15,400701,113,-22478.71038,-27780106,standardgrievances@rediffmail.com,www.standardindustries.co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,6-3-652,,3,1,500082,113,040- 23310066    ,040- 23327464  ,smplhohyd@gmail.com,www.smplindia.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1973,Listed,,,,95 Park ,,109,28,700016,113,     ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,15-Aug,,101,27,208002,113,0512- 2531762 ,0512- 2548585  ,headoffice@standardsurfactants.com,http://www.standardsurfactants.com/home.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1946,Listed,,,,23-08-24,,89,24,641018,113,91-0422-2223942,0422-2223941,saetea@md3.vsnl.net.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,S. K.  Enclave,,88,24,600031,113,46.99999996,91-44-26451720,info@blissgroup.com,www.blissgroup.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1980,Listed,,,,Popular House,,23,7,380009,113,"079 66310887, 26580067",079 26589557,info@stanrosefinvest.com,www.stanrosefinvest.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1993,Listed,,,,59,,67,15,400005,113,9121.001608,-22180375,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1977,Listed,,,,"92 - A, Industrial Area",,58,14,462023,113,091-0755-2586680/4261016/2587343,091-755-2580059,info@stardeltatransformers.com sdtl@sify.com,www.stardeltatransformers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2011,Listed,,,,Vill.: Lunshnong,,536,17,793210,113,,,investors@starferrocement.com,www.starferrocement.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,"7/c, Hazra Road",,109,28,700026,113,91-033-25486991,91-033-22307478,tapasda3@gmail.com ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1936,Listed,,,,Duncan House,,109,28,700001,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1971,Listed,,,,Dhanraj Mahal,,67,15,400039,113,     ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1937,Listed,,,,37/3,,109,28,700029,113,033-24667308,,stradingltd@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,"73/1,  Sheriff Centre",,43,12,560001,113,,,armsfin@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2008,Listed,,,,"A-1/51, Lgf",,19,33,110029,113,,,info@starlitlead.com,www.starlitlead.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,64- B 1,,69,15,422007,113,+91 253 – 2309016 / 2309019,+91 253 2309017,investor@starlitecomponents.com,www.starlitecomponents.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1962,Listed,,,,"Office No.403, Shangrilla Plaza, Plot No.14",,3,1,500034,113,91-040-66666323,91-040-66666123,starlite@starhomes.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,Bhupati Chambers,,67,15,400004,113,-66562931,-23649167,,www.abgworld.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1986,Listed,,,,"306, Sarthik Complex",,23,7,380015,113,079 – 6943 0077,,starvoxelectronics@gmail.com,www.starvox.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1963,Listed,,,,Tilak Marg,,85,22,302005,113,0141-5101539,0141-5101176,cmshare@sbbj.co.in,www.sbbjbank.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1806,Listed,,,,State Bank Bhavan,,67,15,400021,113,022-22740841 to 22740848,022-22855348  ,investor.complaints@sbi.co.in,www.sbi.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1913,Listed,,,,Mysore Bank Circle,,43,12,560254,113,91-80-22353901/02/03/04/05/06/07/08/09/22353473,91-80-22283684,cmshares@sbm.co.in,www.statebankofmysore.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1945,Listed,,,,Poojapura,,56,13,695012,113,0471-2351244,0471-2351137,dgmfa@sbt.co.in,www.statebankoftravancore.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1956,Listed,,,,Jawahar Vyapar Bhawan,,19,33,110001,113,011-23313177  ,011-23701123/23701191,co@stc.gov.in,www.stc.gov.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1993,Listed,,,,"Flat No. 1, Plot No. 7 & 8",,19,33,110028,113,,,statusmanagementservicesltd@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1982,Listed,,,,"6, Jain Bhawan",,19,33,110001,113,011-23361738,,statusportfolios@yahoo.com,www.statusportfolios.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,"H.no. 8-2-120/77/4, Road No. 2",,3,1,500034,113,040- 64444175,,steadfastcorp@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1973,Listed,,,,Ispat Bhawan,,19,33,110003,113,011-2436 7481 ,011-2436 7015  ,secy.sail@sailex.com,www.sail.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1999,Listed,,,,#303,,3,1,500016,113,-23403674,-23413216,cs@seil.co.in,www.seil.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1917,Listed,,,,96 Garden Reach Road,,109,28,700023,113,91-033-24597879,91-033-24593944,amitverma@steelpro.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,Sco 49- 50,,14,30,160019,113,,,ssl_ssg@glide.net.in,www.glide.net.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1973,Listed,,,,Village Somalheri / Lehli,,81,21,140506,113,"0172- 275249, 275872, 275173  ",0172- 275228  ,ssl_ssg@glide.net.in,www.ssilindia.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1975,Listed,,,,Village Harkishanpura,,14,30,148028,113,,,ssl_ssg@glide.net.in,www.sslindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,Village Somalheri/lehli,,82,21,140506,113,0172-275172,0172-275228  ,hksinghal@glide.net.in,www.sswlindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1959,Listed,,,,""" Badgara House """,,60,14,452001,113,"(0731) 2530271, 2530950",0731- 2531888  ,,www.stitubes.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1972,Listed,,,,Ruvapari Road,,162,7,364005,113,0278- 2519062    ,0278- 2420589 /2519831 /2513342 ,info@steelcast.net,www.steelcast.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,"Plot No 2,  G I D C Estate",,247,7,392220,113,-2552.201832,-279858,sgl@steelcogujarat.com,www.steelcogujarat.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,"24/1624, Bristow Road",,225,13,682003,113,0484 2668023,0484 6624335,secretarial@stelholdings.com,www.stelholdings.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1988,Listed,,,,S-57 (First Floor) ,,80,21,141010,113,,-5018314,vikasrai339@rediffmail.com/shares@stelcostrips.com/stelco@satyam.net.in,www.stelcostrips.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,"31 , Kamer",,67,15,400001,113,-22021755,,sellaidspublication@yahoo.in,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,Plot No. A 1 And A 2,,19,33,110034,113,-9582800921,,stellarcapital@yahoo.in,www.stellarcapitalservices.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,"15 B, Clive Row",,109,28,700001,113,,,stenly2@rediffmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,"15b,dr.rajendra Prasad Sarani",,109,28,700001,113,,,stenly2@rediffmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,Room No 507,,109,28,700001,113,91-033- 22318207/23318208   ,91-033-22318208,admin@steptwo.in,www.steptwo.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,Opp L K Society,,23,7,380052,113,     ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,"11th Floor, Aggarwal Cyber Plaza-ii",,19,33,110034,113,,,naresh@steragro.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,43 Atlanta ,,67,15,400021,113,022-6630 6732 / 6630 6733   ,022-2204 1954,investorscomplaint@stergel.com,www.sterlinggelatin.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1992,Listed,,,,Sunrise Center,,23,7,380054,113,079- 26851680 26850935 26851223  ,079- 26854773 26851204 ,officeofmd@sterlinggreenwoods.com,sterlinggreenwoods.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,91-A,,67,15,400021,113,022 2284 0019,022 2204 8738,,www.sterlingguaranty.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,New No. 4 (Old No. 15),,88,24,600017,113,044-64611117,,sfinance1991@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1986,Listed,,,,"Citi Tower, No. 7, 3rd Cross Street",,88,24,600020,113,044 - 33573300,044 - 33573423,investorsmail@sterlingholidays.com,www.sterlingresorts.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,43,,67,15,400021,113,022- 56306732 56306733   ,022- 22041954  ,investorscomptrans@rediffmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,205,,60,14,452001,113,     ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,A 8/4,,74,15,421401,113,022- 25605588    ,022- 25916496  ,Ssl@Hathway.Com,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1979,Listed,,,,K-40,,19,33,110001,113,-43703220,-41513586,sterling@stlfasteners.com,www.stlfasteners.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,"179, Sahajanand Estates",,23,7,382210,113,,,sterlingwebnetltd@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1975,Listed,,,,S I P C O T Industrial Complex,,343,24,628002,113,+91 461 661 2591,,,www.sterlite-industries.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2000,Listed,,,,"E1, Midc",,11,15,431136,113,0240-2558400 ,0240-2564598,sandeep.deshmukh@sterlite.com,www.sterlitetechnologies.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1937,Listed,,,,41,,109,28,700071,113,033- 22888195 /196   ,033- 22888236  ,Chandrani@Slofindia.Com,www.slofindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1992,Listed,,,,1/26 Ground Floor,,19,33,110092,113,,,companysecretary@stg.in,www.stgglobal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,Rau - Pithampur Link Road,,60,14,453332,113,0091-731-4014400,0091-731-4020011,share3@stiitextile.net,www.stitextile.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1987,Listed,,,,"No.62, A G' S Layout",,43,12,560054,113,080-23604691/ 92,,stiproducts@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1993,Listed,,,,Taraganj Industrial Area,,364,14,465697,113,-230337,-230339,shares@siddhart.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1997,Listed,,,,"Unit No 111, Block No 1",,19,33,110065,113,"011-23658434 , 23659795",011-26935830,investors@stl-global.com,www.shivalikglobal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,"242/1, Netaji Subhash Road",,253,28,711101,113,,,stocknet@vsnl.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1931,Listed,,,,16,,109,28,700088,113,033- 24014661 / 24014662 / 24014663 / 24014664/ 65/ 66/ 67/ 68 ,033- 24014886  ,info@stoneindia.co.in,www.stoneindia.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2005,Listed,,,,M - 62 & 63,,19,33,110001,113,0124 - 6681199,0124 - 6681240,helpdesk@indiabulls.com,www.storeone.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,Stotzhaus,,67,15,400007,113,022- 23875671    ,022- 23875658 23875638 ,--,www.stotzindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1973,Listed,,,,N I D C,,23,7,382405,113,+91 79 3041 2300,+91 79 2571 0406,secretarial@stovec.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,37 New Central Market,,19,33,110001,113,,,sanjaygoelca@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,"201, Devavrata",,132,15,400705,113,+91 22 - 27893199,+91 22 - 27892942,info@stridesarco.com,www.stridesarco.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,21,,41,9,173205,113,"01795- 245225, 244419   ",-- ,chemiplast@yahoo.com,www.sturdyindustries.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,"Sco 14, Sector ",,14,30,160019,113,"+91-172-5021555, 5021666","-+91-172-2795213, 5021495",stylam@goldehlaminates.com,www.goldenlaminates.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1973,Listed,,,,"6th Floor, A B S Towers",,33,7,390007,113,0265- 2355861-63 / 2355871-73,"0265- 2341012, 2355860, 2355950, 2355960",secshare@styrolutionabsindia.com,www.styrolutionabsindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1988,Listed,,,,11th Floor,,67,15,400004,113,022 - 4040 1100/111,022- 23630683 /23685231 ,investorgrievance@suashish.com,www.suashish.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,R M Z Ecoworid,,43,12,560037,113,080- 6659 8700 / 6696 8702 / 6696 3222  ,080- 6696 3333  ,info@subexworld.com,www.subex.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1980,Listed,,,,"P-4, New Howrah Bridge App. Road",,109,28,700001,113,,,subhlabhinvestments@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1980,Listed,,,,11 R N Mukherjee Road,,109,28,700001,113,033-22485926,,kanak@asksuskan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1987,Listed,,,,18,,67,15,400002,113,+91 22 2203 6030 / 2203 6028,,subhtexindia@gmail.com,www.subhtexindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1986,Listed,,,,18,,67,15,400002,113,     ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1970,Listed,,,,G-15,,67,15,400020,113,91-022-40619000/22825309,91-022-22825309,subhashsilkmills@gmail.com,www.subhashsilkmills.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1988,Listed,,,,102,,67,15,400072,113,     ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1980,Listed,,,,"A1, Maharani Bagh",,19,33,110065,113,,,bsingh-gpi@modi.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
